component,layer,position,head,mem,cp,diff,mem_sum,cp_sum,mem_std,cp_std,diff_std
attn_out,2,12,not applicable,0.0006530492100864649,0.0007615831564180553,-0.00010853390995180234,0.0,0.43697479367256165,0.02333669364452362,0.02706107497215271,0.00409757299348712
attn_out,2,13,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,0,not applicable,0.0005968839977867901,0.000570132804568857,2.6751149562187493e-05,0.21052631735801697,0.18306636810302734,0.02121845632791519,0.020262226462364197,0.0029137050732970238
attn_out,3,1,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,2,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,3,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,4,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,5,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,6,not applicable,14.774412155151367,15.052095413208008,-0.2776828408241272,4362.0,4816.0,1.7222793102264404,4.097863674163818,3.7179481983184814
attn_out,3,7,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,8,not applicable,0.0004578468797262758,0.00041962499381043017,3.8221882277866825e-05,0.0,0.0,0.045784689486026764,0.04196250066161156,0.0038221883587539196
attn_out,3,9,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,10,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,11,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,3,12,not applicable,0.0006627633702009916,0.0006323910783976316,3.037231545022223e-05,0.23529411852359772,0.20168067514896393,0.023583633825182915,0.02247685380280018,0.0032446938566863537
attn_out,3,13,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,0,not applicable,0.0005968839977867901,0.000570132804568857,2.6751149562187493e-05,0.21052631735801697,0.18306636810302734,0.02121845632791519,0.020262226462364197,0.0029137050732970238
attn_out,4,1,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,2,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,3,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,4,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,5,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,6,not applicable,14.774412155151367,15.052095413208008,-0.2776828408241272,4362.0,4816.0,1.7222793102264404,4.097863674163818,3.7179481983184814
attn_out,4,7,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,8,not applicable,0.0004578468797262758,0.00041962499381043017,3.8221882277866825e-05,0.0,0.0,0.045784689486026764,0.04196250066161156,0.0038221883587539196
attn_out,4,9,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,10,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,11,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,4,12,not applicable,0.0006627633702009916,0.0006323910783976316,3.037231545022223e-05,0.23529411852359772,0.20168067514896393,0.023583633825182915,0.02247685380280018,0.0032446938566863537
attn_out,4,13,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,5,0,not applicable,0.0005968839977867901,0.000570132804568857,2.6751149562187493e-05,0.21052631735801697,0.18306636810302734,0.02121845632791519,0.020262226462364197,0.0029137050732970238
attn_out,5,1,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,5,2,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,5,3,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attn_out,5,4,not applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
